"STN","WBAN","DAYOFMONTH","TEMP","DEWP","STP","WDSP"
720261,53976,6,49.65625,32.5,985.8,6.3
720261,53976,7,66.0120833333333,49.5,980.5,5.2
720261,53976,8,57.9145833333333,49.7,982.9,5.8
720261,53976,9,40.69125,37,980.837767465842,8.1
720261,53976,10,36.2604166666667,32.8,980.837767465842,5
720261,53976,11,43.77625,42.3,987.3,3.5
720261,53976,12,41.5008333333333,34.5,993.1,9.9
720261,53976,13,33.63875,31.2,992.2,2.4
720261,53976,14,38.5154166666667,34.5,980.837767465842,3.5
720261,53976,15,40.535,35.7,986.6,9.8
720261,53976,16,36.8908333333333,22.6,995.2,5.3
720261,53976,17,39.8216666666667,18.4,994.1,5.1
720261,53976,18,49.8233333333333,27.6,987.9,5.8
720261,53976,19,51.0066666666667,31.2,987.5,1.9
720261,53976,20,55.6404166666667,40.2,980.7,7.6
720261,53976,21,57.8833333333333,29.3,979.4,3.2
720261,53976,22,48.255,32.9,979.5,10.9
720261,53976,23,39.4391666666667,15.9,994.4,7.3
720261,53976,24,42.7029166666667,20.1,992.5,1.4
720261,53976,25,40.51,24.3,987.6,5.1
720261,53976,26,44.09125,31.3,982.7,6
720261,53976,27,31.37375,28.2,984.3,4.4
720261,53976,28,37.9816666666667,30.6,985.9,6
720261,53976,29,37.6741666666667,24,989.6,2.9
720261,53976,30,47.81375,22.5,985.6,2.9
720261,53976,31,39.9095833333333,18.4,986.3,6.4
720261,99999,1,63.4554166666667,56.7,980.837767465842,11.4
720261,99999,2,62.44625,53.1,980.837767465842,10.1
720261,99999,3,41.60375,22.3,980.837767465842,4.3
720261,99999,4,46.8158333333333,25.3,980.837767465842,2
720261,99999,5,53.1845833333333,32.8,980.837767465842,3.5
720261,99999,6,47.3158333333333,32.5,980.837767465842,6.3
720261,99999,7,66.3029166666667,49.5,980.837767465842,5.2
720261,99999,8,58.7933333333333,49.7,980.837767465842,5.8
720261,99999,9,40.265,37,980.837767465842,8.1
720261,99999,10,34.9904166666667,32.8,980.837767465842,5
720261,99999,11,44.5491666666667,42.3,980.837767465842,3.5
720261,99999,12,40,34.5,980.837767465842,9.9
720261,99999,13,35.1204166666667,31.2,980.837767465842,2.4
720261,99999,14,38.6254166666667,34.5,980.837767465842,3.5
720261,99999,15,41.43875,35.7,980.837767465842,9.8
720261,99999,16,34.4970833333333,22.6,980.837767465842,5.3
720261,99999,17,40.5433333333333,18.4,980.837767465842,5.1
720261,99999,18,52.5929166666667,27.6,980.837767465842,5.8
720261,99999,19,48.9658333333333,31.2,980.837767465842,1.9
720261,99999,20,52.5033333333333,40.2,980.837767465842,7.6
720261,99999,21,51.1491666666667,29.3,980.837767465842,3.2
720261,99999,22,47.5670833333333,32.9,980.837767465842,10.9
720261,99999,23,34.8529166666667,15.9,980.837767465842,7.3
720261,99999,24,42.3045833333333,20.1,980.837767465842,1.4
720261,99999,25,41.9983333333333,24.3,980.837767465842,5.1
720261,99999,26,44.50625,31.3,980.837767465842,6
720261,99999,27,30.9995833333333,28.2,980.837767465842,4.4
720261,99999,28,39.1041666666667,30.6,980.837767465842,6
720261,99999,29,39.385,24,980.837767465842,2.9
720261,99999,30,44.08125,22.5,980.837767465842,2.9
720261,99999,31,41.47875,18.4,980.837767465842,6.4
720269,12982,1,75.3033333333333,65.6,1013.1,10.9
720269,12982,2,75.4958333333333,65.2,1011.7,9.2
720269,12982,3,64.32375,40.2,1023.5,8.7
720269,12982,4,52.84625,26.8,1019.7,1.5
720269,12982,5,54.6783333333333,36.9,1008.1,2.5
720269,12982,6,66.32,58.9,1009.5,4.3
720269,12982,7,74.4929166666667,64.7,1009.6,9.8
720269,12982,8,78.6595833333333,66.8,1010.2,9.5
720269,12982,9,78.81375,67.5,1010.9,10.6
720269,12982,10,76.6779166666667,67.6,1012.9,7.9
720269,12982,11,79.89625,67.4,980.837767465842,14.3
720269,12982,12,70.8954166666667,66.6,1012.2,8.8
720269,12982,13,51.5829166666667,45.1,1017.5,6.6
720269,12982,14,62.3183333333333,52.2,1013.8,2.3
720269,12982,15,63.5070833333333,52.9,1009.8,9.3
720269,12982,16,48.4904166666667,20.1,980.837767465842,5.5
720269,12982,17,46.3283333333333,30.3,1021.5,3.7
720269,12982,18,63.6154166666667,52.4,1017,2.4
720269,12982,19,72.5320833333333,61.9,1014.2,4.6
720269,12982,20,70.4291666666667,53.1,1009.1,7.2
720269,12982,21,59.5979166666667,33.9,1007.7,4.9
720269,12982,22,68.2858333333333,50.5,1005.7,9.2
720269,12982,23,50.44625,18.8,1023.9,6.9
720269,12982,24,54.67875,27.4,1019.3,2.8
720269,12982,25,51.41125,37.8,1015.3,2.9
720269,12982,26,64.8641666666667,45.9,1007.2,12.8
720269,12982,27,55.7654166666667,38.4,1010.4,5.8
720269,12982,28,60.9541666666667,44.8,1015.3,7.9
720269,12982,29,54.3308333333333,31.5,1015.1,4.5
720269,12982,30,64.3216666666667,45.4,1013,4.2
720269,12982,31,57.16375,44.8,1013,2.7
720269,99999,1,75.6429166666667,65.6,980.837767465842,10.9
720269,99999,2,76.64375,65.2,980.837767465842,9.2
720269,99999,3,67.1433333333333,40.2,980.837767465842,8.7
720269,99999,4,56.1458333333333,26.8,980.837767465842,1.5
720269,99999,5,61.4620833333333,36.9,980.837767465842,2.5
720269,99999,6,68.77,58.9,980.837767465842,4.3
720269,99999,7,75.9629166666667,64.7,980.837767465842,9.8
720269,99999,8,77.4479166666667,66.8,980.837767465842,9.5
720269,99999,9,80.46625,67.5,980.837767465842,10.6
720269,99999,10,77.4808333333333,67.6,980.837767465842,7.9
720269,99999,11,79.3633333333333,67.4,980.837767465842,14.3
720269,99999,12,69.72375,66.6,980.837767465842,8.8
720269,99999,13,52.8333333333333,45.1,980.837767465842,6.6
720269,99999,14,61.9983333333333,52.2,980.837767465842,2.3
720269,99999,15,64.3658333333333,52.9,980.837767465842,9.3
720269,99999,16,45.5641666666667,20.1,980.837767465842,5.5
720269,99999,17,47.9066666666667,30.3,980.837767465842,3.7
720269,99999,18,64.9525,52.4,980.837767465842,2.4
720269,99999,19,70.8145833333333,61.9,980.837767465842,4.6
720269,99999,20,70.7245833333333,53.1,980.837767465842,7.2
720269,99999,21,63.3825,33.9,980.837767465842,4.9
720269,99999,22,68.0291666666667,50.5,980.837767465842,9.2
720269,99999,23,49.0791666666667,18.8,980.837767465842,6.9
720269,99999,24,54.5133333333333,27.4,980.837767465842,2.8
720269,99999,25,53.2616666666667,37.8,980.837767465842,2.9
720269,99999,26,65.7570833333333,45.9,980.837767465842,12.8
720269,99999,27,60.4654166666667,38.4,980.837767465842,5.8
720269,99999,28,62.6483333333333,44.8,980.837767465842,7.9
720269,99999,29,53.1179166666667,31.5,980.837767465842,4.5
720269,99999,30,62.8920833333333,45.4,980.837767465842,4.2
720269,99999,31,60.05875,44.8,980.837767465842,2.7
720271,3044,1,70.82375,59.8,924,15.6
720271,3044,2,65.2254166666667,44.7,928.6,11.2
720271,3044,3,48.7770833333333,24.3,941.3,5.5
720271,3044,4,56.73875,26.2,930.9,4.9
720271,3044,5,59.76625,30.7,923.5,8.3
720271,3044,6,59.1291666666667,33.3,924.2,9.6
720271,3044,7,66.6508333333333,42.2,922.2,10.9
720271,3044,8,57.6741666666667,45.8,924.1,7.3
720271,3044,9,42.3516666666667,36.7,929.5,12.5
720271,3044,10,37.0691666666667,32.2,930.3,6.4
720271,3044,11,52.4225,38.1,925.6,5.6
720271,3044,12,46.6341666666667,33.2,933,9.1
720271,3044,13,48.0275,30.9,931.2,3.4
720271,3044,14,45.2316666666667,38.4,926,7.6
720271,3044,15,40.66125,31.4,928.9,10.4
720271,3044,16,41.92625,17.4,933.8,5.8
720271,3044,17,49.705,17.2,930.6,9.9
720271,3044,18,54.3870833333333,22.6,928.6,6.3
720271,3044,19,57.2766666666667,21.6,927.4,5.4
720271,3044,20,57.3066666666667,18.9,924.6,8.3
720271,3044,21,59.16,19.3,919.5,8.5
720271,3044,22,49.7975,21.7,924.4,13.9
720271,3044,23,41.7266666666667,9.4,933.1,8.3
720271,3044,24,43.1591666666667,16.5,931.3,7.3
720271,3044,25,51.9658333333333,17.2,924.8,10.7
720271,3044,26,46.7516666666667,22.5,923.6,11.4
720271,3044,27,44.7395833333333,22.9,919.6,9
720271,3044,28,40.6429166666667,9.1,926.5,6.7
720271,3044,29,44.96375,7.6,926.9,3.7
720271,3044,30,41.7904166666667,12.4,926.7,5.1
720271,3044,31,46.2358333333333,13.8,927.7,8.2
720271,99999,1,69.2925,59.8,980.837767465842,15.6
720271,99999,2,62.11125,44.7,980.837767465842,11.2
720271,99999,3,53.4329166666667,24.3,980.837767465842,5.5
720271,99999,4,58.1129166666667,26.2,980.837767465842,4.9
720271,99999,5,59.3,30.7,980.837767465842,8.3
720271,99999,6,55.67375,33.3,980.837767465842,9.6
720271,99999,7,68.8825,42.2,980.837767465842,10.9
720271,99999,8,60.1991666666667,45.8,980.837767465842,7.3
720271,99999,9,43.2620833333333,36.7,980.837767465842,12.5
720271,99999,10,37.13375,32.2,980.837767465842,6.4
720271,99999,11,55.4591666666667,38.1,980.837767465842,5.6
720271,99999,12,44.805,33.2,980.837767465842,9.1
720271,99999,13,48.8745833333333,30.9,980.837767465842,3.4
720271,99999,14,47.3,38.4,980.837767465842,7.6
720271,99999,15,41.46,31.4,980.837767465842,10.4
720271,99999,16,41.4195833333333,17.4,980.837767465842,5.8
720271,99999,17,49.1654166666667,17.2,980.837767465842,9.9
720271,99999,18,56.1704166666667,22.6,980.837767465842,6.3
720271,99999,19,56.1404166666667,21.6,980.837767465842,5.4
720271,99999,20,56.10875,18.9,980.837767465842,8.3
720271,99999,21,60.2833333333333,19.3,980.837767465842,8.5
720271,99999,22,52.0208333333333,21.7,980.837767465842,13.9
720271,99999,23,44.1791666666667,9.4,980.837767465842,8.3
720271,99999,24,43.1041666666667,16.5,980.837767465842,7.3
720271,99999,25,52.2558333333333,17.2,980.837767465842,10.7
720271,99999,26,46.9275,22.5,980.837767465842,11.4
720271,99999,27,45.5454166666667,22.9,980.837767465842,8.9
720271,99999,28,41.2266666666667,9.1,980.837767465842,6.7
720271,99999,29,45.7741666666667,7.6,980.837767465842,3.7
720271,99999,30,45.0329166666667,12.4,980.837767465842,5.1
720271,99999,31,45.9645833333333,13.8,980.837767465842,8.2
720273,12981,1,72.27875,64,1016.6,10.7
720273,12981,2,74.4166666666667,68.8,1016.2,8.7
720273,12981,3,59.4358333333333,44.3,1023.6,10.7
720273,12981,4,48.58375,32,980.837767465842,1.6
720273,12981,5,48.29,40.4,980.837767465842,3.7
720273,12981,6,67.2758333333333,59.4,980.837767465842,8.4
720273,12981,7,72.03875,64.8,1013.9,8
720273,12981,8,75.0079166666667,69.9,1016.3,9.4
720273,12981,9,74.63625,69.7,1016.7,9.1
720273,12981,10,67.8570833333333,66.3,1016,5.5
720273,12981,11,75.4733333333333,69.9,1015.5,12.7
720273,12981,12,68.2404166666667,66.8,1016.5,6.5
720273,12981,13,55.765,48.1,1019.1,8.4
720273,12981,14,65.89875,57.7,1016.8,6.5
720273,12981,15,60.19,59.4,1012.3,10.2
720273,12981,16,41.43375,29.1,1024.6,11.5
720273,12981,17,47.1704166666667,34.8,1025.6,4.3
720273,12981,18,65.5883333333333,54.1,1020.4,4.7
720273,12981,19,67.9466666666667,62.3,1017.2,5.1
720273,12981,20,72.3175,61.8,1010.8,8.7
720273,12981,21,55.1966666666667,43.9,1010.8,4.5
720273,12981,22,68.37125,56.1,1007.7,9
720273,12981,23,48.405,25.3,980.837767465842,9.4
720273,12981,24,51.8925,34.4,980.837767465842,5.1
720273,12981,25,53.0470833333333,40.3,1018.3,5.7
720273,12981,26,56.9004166666667,51.3,1009.7,11.5
720273,12981,27,47.6191666666667,38.9,1013.8,6
720273,12981,28,61.7379166666667,50.7,1015,10.8
720273,12981,29,54.1591666666667,37.8,1018.3,6.5
720273,12981,30,59.2729166666667,41.7,1015.6,3.9
720273,12981,31,53.99125,44.9,1016.1,2.4
720273,99999,1,70.9966666666667,64,980.837767465842,10.6
720273,99999,2,75.6295833333333,68.8,980.837767465842,8.7
720273,99999,3,58.2095833333333,44.3,980.837767465842,10.7
720273,99999,4,47.9983333333333,32,980.837767465842,1.6
720273,99999,5,47.9254166666667,40.4,980.837767465842,3.7
720273,99999,6,69.1758333333333,59.4,980.837767465842,8.4
720273,99999,7,68.8675,64.8,980.837767465842,8
720273,99999,8,75.12875,69.9,980.837767465842,9.4
720273,99999,9,74.05125,69.7,980.837767465842,9.1
720273,99999,10,67.67875,66.3,980.837767465842,5.5
720273,99999,11,75.105,69.9,980.837767465842,12.7
720273,99999,12,67.8441666666667,66.8,980.837767465842,6.5
720273,99999,13,54.8654166666667,48.1,980.837767465842,8.4
720273,99999,14,67.2166666666667,57.7,980.837767465842,6.5
720273,99999,15,58.3583333333333,59.4,980.837767465842,10.2
720273,99999,16,41.5304166666667,29.1,980.837767465842,11.5
720273,99999,17,46.63125,34.8,980.837767465842,4.3
720273,99999,18,63.8379166666667,54.1,980.837767465842,4.7
720273,99999,19,68.4270833333333,62.3,980.837767465842,5.1
720273,99999,20,71.5625,61.8,980.837767465842,8.7
720273,99999,21,56.6816666666667,43.9,980.837767465842,4.5
720273,99999,22,67.6133333333333,56.1,980.837767465842,9
720273,99999,23,46.5770833333333,25.3,980.837767465842,9.4
720273,99999,24,51.2620833333333,34.4,980.837767465842,5.1
720273,99999,25,52.8370833333333,40.4,980.837767465842,5.6
720273,99999,26,59.81125,51.3,980.837767465842,11.5
720273,99999,27,44.8875,38.9,980.837767465842,6
720273,99999,28,59.96375,50.7,980.837767465842,10.8
720273,99999,29,52.7941666666667,37.8,980.837767465842,6.5
720273,99999,30,60.5041666666667,41.7,980.837767465842,3.9
720273,99999,31,54.9983333333333,44.9,980.837767465842,2.4
720276,12983,1,77.4791666666667,70.5,1014.2,12.5
720276,12983,2,80.3583333333333,70.8,1012.8,11
720276,12983,3,69.55875,49.9,1023.9,10.2
720276,12983,4,52.84,33.9,1019.5,2.9
720276,12983,5,59.29875,47,1009.6,2.4
720276,12983,6,72.2133333333333,62.9,1010.5,5.5
720276,12983,7,78.5658333333333,70.5,1011.8,9.3
720276,12983,8,80.9925,72.4,1011.4,12.2
720276,12983,9,81.3141666666667,72.4,1011.9,13
720276,12983,10,80.44625,72.7,980.837767465842,10.6
720276,12983,11,78.6725,73.1,1011.2,14.5
720276,12983,12,74.8079166666667,70.8,1013.2,10.5
720276,12983,13,57.3991666666667,52.2,1018.4,9
720276,12983,14,65.66875,57,1016.1,2.8
720276,12983,15,71.8779166666667,61.5,1010.2,9.9
720276,12983,16,49.92375,27.3,1024.1,6.5
720276,12983,17,53.31,37,1022.7,4.1
720276,12983,18,68.8704166666667,60.1,1018,3.7
720276,12983,19,74.9783333333333,65,1014.4,5.4
720276,12983,20,75.2479166666667,60.3,1010,8.8
720276,12983,21,62.3025,45.3,1009.2,5.4
720276,12983,22,73.2166666666667,60.1,1006.7,10.7
720276,12983,23,55.7483333333333,27.2,1023.4,8.4
720276,12983,24,56.0991666666667,36.3,1019.9,2.9
720276,12983,25,55.775,44.3,1016,3.4
720276,12983,26,68.2495833333333,51.1,1009,11.6
720276,12983,27,58.7925,43.1,1010.8,5.9
720276,12983,28,66.8620833333333,54.6,1010,9.7
720276,12983,29,53.1791596696056,38.4721502071362,980.837767465842,7.19572282891316
720276,12983,30,53.1791596696056,38.4721502071362,980.837767465842,7.19572282891316
720276,12983,31,70.06125,59.8,1013,7.19572282891316
720276,99999,1,76.36125,70.5,980.837767465842,12.5
720276,99999,2,80.8783333333333,70.8,980.837767465842,11
720276,99999,3,70.4995833333333,49.9,980.837767465842,10.2
720276,99999,4,53.30625,33.9,980.837767465842,2.9
720276,99999,5,66.2220833333333,47,980.837767465842,2.4
720276,99999,6,69.3754166666667,62.9,980.837767465842,5.5
720276,99999,7,53.1791596696056,38.4721502071362,980.837767465842,7.19572282891316
720276,99999,8,80.72875,72.4,980.837767465842,12.2
720276,99999,9,80.3358333333333,72.4,980.837767465842,12.9
720276,99999,10,79.2879166666667,72.7,980.837767465842,10.6
720276,99999,11,79.00875,73.1,980.837767465842,14.5
720276,99999,12,75.5283333333333,70.8,980.837767465842,10.5
720276,99999,13,57.5841666666667,52.2,980.837767465842,9
720276,99999,14,63.7404166666667,57,980.837767465842,2.8
720276,99999,15,71.74375,61.5,980.837767465842,9.9
720276,99999,16,49.8254166666667,27.3,980.837767465842,6.5
720276,99999,17,51.1175,37,980.837767465842,4.1
720276,99999,18,71.15625,60.1,980.837767465842,3.7
720276,99999,19,76.0195833333333,65,980.837767465842,5.4
720276,99999,20,74.1125,60.3,980.837767465842,8.8
720276,99999,21,62.8029166666667,45.3,980.837767465842,5.4
720276,99999,22,71.1516666666667,60.1,980.837767465842,10.7
720276,99999,23,57.4958333333333,27.2,980.837767465842,8.4
720276,99999,24,57.5816666666667,36.3,980.837767465842,2.9
720276,99999,25,54.1491666666667,44.3,980.837767465842,3.4
720276,99999,26,68.0858333333333,51.1,980.837767465842,11.6
